_registry_row,strain_entity_id,current_genome_key,registry_accession_candidates,registry_accession_bases,n_accession_candidates,accession_source_columns
650,STRAIN_000651,GCF_008017355.1,GCF_008017355.1 | GCA_008017355.1,GCF_008017355 | GCA_008017355,2,"GCF_008017355.1:current_genome_key,primary_accession,gcf_accession || GCA_008017355.1:gca_accession,local_genome_files"
651,STRAIN_000652,GCF_008180075.1,GCF_008180075.1 | GCA_008180075.1,GCF_008180075 | GCA_008180075,2,"GCF_008180075.1:current_genome_key,primary_accession,gcf_accession || GCA_008180075.1:gca_accession,local_genome_files"
652,STRAIN_000653,GCF_008369945.1,GCF_008369945.1 | GCA_008369945.1,GCF_008369945 | GCA_008369945,2,"GCF_008369945.1:current_genome_key,primary_accession,gcf_accession || GCA_008369945.1:gca_accession,local_genome_files"
653,STRAIN_000654,GCF_008727835.1,GCF_008727835.1 | GCA_008727835.1,GCF_008727835 | GCA_008727835,2,"GCF_008727835.1:current_genome_key,primary_accession,gcf_accession || GCA_008727835.1:gca_accession,local_genome_files"
654,STRAIN_000655,GCF_009295755.1,GCF_009295755.1 | GCA_009295755.1,GCF_009295755 | GCA_009295755,2,"GCF_009295755.1:current_genome_key,primary_accession,gcf_accession || GCA_009295755.1:gca_accession,local_genome_files"
655,STRAIN_000656,GCF_009295775.1,GCF_009295775.1 | GCA_009295775.1,GCF_009295775 | GCA_009295775,2,"GCF_009295775.1:current_genome_key,primary_accession,gcf_accession || GCA_009295775.1:gca_accession,local_genome_files"
656,STRAIN_000657,GCF_009429065.1,GCF_009429065.1 | GCA_009429065.1,GCF_009429065 | GCA_009429065,2,"GCF_009429065.1:current_genome_key,primary_accession,gcf_accession || GCA_009429065.1:gca_accession,local_genome_files"
657,STRAIN_000658,GCF_009429085.1,GCF_009429085.1 | GCA_009429085.1,GCF_009429085 | GCA_009429085,2,"GCF_009429085.1:current_genome_key,primary_accession,gcf_accession || GCA_009429085.1:gca_accession,local_genome_files"
658,STRAIN_000659,GCF_009649105.1,GCF_009649105.1 | GCA_009649105.1,GCF_009649105 | GCA_009649105,2,"GCF_009649105.1:current_genome_key,primary_accession,gcf_accession || GCA_009649105.1:gca_accession,local_genome_files"
659,STRAIN_000660,GCF_009676625.1,GCF_009676625.1 | GCA_009676625.1,GCF_009676625 | GCA_009676625,2,"GCF_009676625.1:current_genome_key,primary_accession,gcf_accession || GCA_009676625.1:gca_accession,local_genome_files"
660,STRAIN_000661,GCF_009720585.1,GCF_009720585.1 | GCA_009720585.1,GCF_009720585 | GCA_009720585,2,"GCF_009720585.1:current_genome_key,primary_accession,gcf_accession || GCA_009720585.1:gca_accession,local_genome_files"
661,STRAIN_000662,GCF_009728915.1,GCF_009728915.1 | GCA_009728915.1,GCF_009728915 | GCA_009728915,2,"GCF_009728915.1:current_genome_key,primary_accession,gcf_accession || GCA_009728915.1:gca_accession,local_genome_files"
662,STRAIN_000663,GCF_009739485.1,GCF_009739485.1 | GCA_009739485.1,GCF_009739485 | GCA_009739485,2,"GCF_009739485.1:current_genome_key,primary_accession,gcf_accession || GCA_009739485.1:gca_accession,local_genome_files"
663,STRAIN_000664,GCF_009762745.1,GCF_009762745.1 | GCA_009762745.1,GCF_009762745 | GCA_009762745,2,"GCF_009762745.1:current_genome_key,primary_accession,gcf_accession || GCA_009762745.1:gca_accession,local_genome_files"
664,STRAIN_000665,GCF_009823605.1,GCF_009823605.1 | GCA_009823605.1,GCF_009823605 | GCA_009823605,2,"GCF_009823605.1:current_genome_key,primary_accession,gcf_accession || GCA_009823605.1:gca_accession,local_genome_files"
665,STRAIN_000666,GCF_009834405.1,GCF_009834405.1 | GCA_009834405.1,GCF_009834405 | GCA_009834405,2,"GCF_009834405.1:current_genome_key,primary_accession,gcf_accession || GCA_009834405.1:gca_accession,local_genome_files"
666,STRAIN_000667,GCF_009864015.1,GCF_009864015.1 | GCA_009864015.1,GCF_009864015 | GCA_009864015,2,"GCF_009864015.1:current_genome_key,primary_accession,gcf_accession || GCA_009864015.1:gca_accession,local_genome_files"
667,STRAIN_000668,GCF_009885055.1,GCF_009885055.1 | GCA_009885055.1,GCF_009885055 | GCA_009885055,2,"GCF_009885055.1:current_genome_key,primary_accession,gcf_accession || GCA_009885055.1:gca_accession,local_genome_files"
668,STRAIN_000669,GCF_009914805.1,GCF_009914805.1 | GCA_009914805.1,GCF_009914805 | GCA_009914805,2,"GCF_009914805.1:current_genome_key,primary_accession,gcf_accession || GCA_009914805.1:gca_accession,local_genome_files"
669,STRAIN_000670,GCF_009914845.1,GCF_009914845.1 | GCA_009914845.1,GCF_009914845 | GCA_009914845,2,"GCF_009914845.1:current_genome_key,primary_accession,gcf_accession || GCA_009914845.1:gca_accession,local_genome_files"
670,STRAIN_000671,GCF_009996805.1,GCF_009996805.1 | GCA_009996805.1,GCF_009996805 | GCA_009996805,2,"GCF_009996805.1:current_genome_key,primary_accession,gcf_accession || GCA_009996805.1:gca_accession,local_genome_files"
671,STRAIN_000672,GCF_010120595.1,GCF_010120595.1 | GCA_010120595.1,GCF_010120595 | GCA_010120595,2,"GCF_010120595.1:current_genome_key,primary_accession,gcf_accession || GCA_010120595.1:gca_accession,local_genome_files"
672,STRAIN_000673,GCF_011008535.1,GCF_011008535.1 | GCA_011008535.1,GCF_011008535 | GCA_011008535,2,"GCF_011008535.1:current_genome_key,primary_accession,gcf_accession || GCA_011008535.1:gca_accession,local_genome_files"
673,STRAIN_000674,GCF_011009755.1,GCF_011009755.1 | GCA_011009755.1,GCF_011009755 | GCA_011009755,2,"GCF_011009755.1:current_genome_key,primary_accession,gcf_accession || GCA_011009755.1:gca_accession,local_genome_files"
674,STRAIN_000675,GCF_011022295.1,GCF_011022295.1 | GCA_011022295.1,GCF_011022295 | GCA_011022295,2,"GCF_011022295.1:current_genome_key,primary_accession,gcf_accession || GCA_011022295.1:gca_accession,local_genome_files"
675,STRAIN_000676,GCF_011029205.1,GCF_011029205.1 | GCA_011029205.1,GCF_011029205 | GCA_011029205,2,"GCF_011029205.1:current_genome_key,primary_accession,gcf_accession || GCA_011029205.1:gca_accession,local_genome_files"
676,STRAIN_000677,GCF_011032745.1,GCF_011032745.1 | GCA_011032745.1,GCF_011032745 | GCA_011032745,2,"GCF_011032745.1:current_genome_key,primary_accession,gcf_accession || GCA_011032745.1:gca_accession,local_genome_files"
677,STRAIN_000678,GCF_011032765.1,GCF_011032765.1 | GCA_011032765.1,GCF_011032765 | GCA_011032765,2,"GCF_011032765.1:current_genome_key,primary_accession,gcf_accession || GCA_011032765.1:gca_accession,local_genome_files"
678,STRAIN_000679,GCF_011065435.1,GCF_011065435.1 | GCA_011065435.1,GCF_011065435 | GCA_011065435,2,"GCF_011065435.1:current_genome_key,primary_accession,gcf_accession || GCA_011065435.1:gca_accession,local_genome_files"
679,STRAIN_000680,GCF_011290755.1,GCF_011290755.1 | GCA_011290755.1,GCF_011290755 | GCA_011290755,2,"GCF_011290755.1:current_genome_key,primary_accession,gcf_accession || GCA_011290755.1:gca_accession,local_genome_files"
680,STRAIN_000681,GCF_011770105.1,GCF_011770105.1 | GCA_011770105.1,GCF_011770105 | GCA_011770105,2,"GCF_011770105.1:current_genome_key,primary_accession,gcf_accession || GCA_011770105.1:gca_accession,local_genome_files"
681,STRAIN_000682,GCF_012070635.1,GCF_012070635.1 | GCA_012070635.1,GCF_012070635 | GCA_012070635,2,"GCF_012070635.1:current_genome_key,primary_accession,gcf_accession || GCA_012070635.1:gca_accession,local_genome_files"
682,STRAIN_000683,GCF_012109355.1,GCF_012109355.1 | GCA_012109355.1,GCF_012109355 | GCA_012109355,2,"GCF_012109355.1:current_genome_key,primary_accession,gcf_accession || GCA_012109355.1:gca_accession,local_genome_files"
683,STRAIN_000684,GCF_012241605.1,GCF_012241605.1 | GCA_012241605.1,GCF_012241605 | GCA_012241605,2,"GCF_012241605.1:current_genome_key,primary_accession,gcf_accession || GCA_012241605.1:gca_accession,local_genome_files"
684,STRAIN_000685,GCF_012272935.1,GCF_012272935.1 | GCA_012272935.1,GCF_012272935 | GCA_012272935,2,"GCF_012272935.1:current_genome_key,primary_accession,gcf_accession || GCA_012272935.1:gca_accession,local_genome_files"
685,STRAIN_000686,GCF_012273035.1,GCF_012273035.1 | GCA_012273035.1,GCF_012273035 | GCA_012273035,2,"GCF_012273035.1:current_genome_key,primary_accession,gcf_accession || GCA_012273035.1:gca_accession,local_genome_files"
686,STRAIN_000687,GCF_012689205.1,GCF_012689205.1 | GCA_012689205.1,GCF_012689205 | GCA_012689205,2,"GCF_012689205.1:current_genome_key,primary_accession,gcf_accession || GCA_012689205.1:gca_accession,local_genome_files"
687,STRAIN_000688,GCF_012931965.1,GCF_012931965.1 | GCA_012931965.1,GCF_012931965 | GCA_012931965,2,"GCF_012931965.1:current_genome_key,primary_accession,gcf_accession || GCA_012931965.1:gca_accession,local_genome_files"
688,STRAIN_000689,GCF_013167115.1,GCF_013167115.1 | GCA_013167115.1,GCF_013167115 | GCA_013167115,2,"GCF_013167115.1:current_genome_key,primary_accession,gcf_accession || GCA_013167115.1:gca_accession,local_genome_files"
689,STRAIN_000690,GCF_013256965.1,GCF_013256965.1 | GCA_013256965.1,GCF_013256965 | GCA_013256965,2,"GCF_013256965.1:current_genome_key,primary_accession,gcf_accession || GCA_013256965.1:gca_accession,local_genome_files"
690,STRAIN_000691,GCF_013305265.1,GCF_013305265.1 | GCA_013305265.1,GCF_013305265 | GCA_013305265,2,"GCF_013305265.1:current_genome_key,primary_accession,gcf_accession || GCA_013305265.1:gca_accession,local_genome_files"
691,STRAIN_000692,GCF_013342125.1,GCF_013342125.1 | GCA_013342125.1,GCF_013342125 | GCA_013342125,2,"GCF_013342125.1:current_genome_key,primary_accession,gcf_accession || GCA_013342125.1:gca_accession,local_genome_files"
692,STRAIN_000693,GCF_013348825.1,GCF_013348825.1 | GCA_013348825.1,GCF_013348825 | GCA_013348825,2,"GCF_013348825.1:current_genome_key,primary_accession,gcf_accession || GCA_013348825.1:gca_accession,local_genome_files"
693,STRAIN_000694,GCF_013367715.1,GCF_013367715.1 | GCA_013367715.1,GCF_013367715 | GCA_013367715,2,"GCF_013367715.1:current_genome_key,primary_accession,gcf_accession || GCA_013367715.1:gca_accession,local_genome_files"
694,STRAIN_000695,GCF_013394085.1,GCF_013394085.1 | GCA_013394085.1,GCF_013394085 | GCA_013394085,2,"GCF_013394085.1:current_genome_key,primary_accession,gcf_accession || GCA_013394085.1:gca_accession,local_genome_files"
695,STRAIN_000696,GCF_013395015.3,GCF_013395015.3 | GCA_013395015.3,GCF_013395015 | GCA_013395015,2,"GCF_013395015.3:current_genome_key,primary_accession,gcf_accession || GCA_013395015.3:gca_accession,local_genome_files"
696,STRAIN_000697,GCF_013425565.1,GCF_013425565.1 | GCA_013425565.1,GCF_013425565 | GCA_013425565,2,"GCF_013425565.1:current_genome_key,primary_accession,gcf_accession || GCA_013425565.1:gca_accession,local_genome_files"
697,STRAIN_000698,GCF_013425655.1,GCF_013425655.1 | GCA_013425655.1,GCF_013425655 | GCA_013425655,2,"GCF_013425655.1:current_genome_key,primary_accession,gcf_accession || GCA_013425655.1:gca_accession,local_genome_files"
698,STRAIN_000699,GCF_013425665.1,GCF_013425665.1 | GCA_013425665.1,GCF_013425665 | GCA_013425665,2,"GCF_013425665.1:current_genome_key,primary_accession,gcf_accession || GCA_013425665.1:gca_accession,local_genome_files"
699,STRAIN_000700,GCF_013425735.1,GCF_013425735.1 | GCA_013425735.1,GCF_013425735 | GCA_013425735,2,"GCF_013425735.1:current_genome_key,primary_accession,gcf_accession || GCA_013425735.1:gca_accession,local_genome_files"
700,STRAIN_000701,GCF_013458335.1,GCF_013458335.1 | GCA_013458335.1,GCF_013458335 | GCA_013458335,2,"GCF_013458335.1:current_genome_key,primary_accession,gcf_accession || GCA_013458335.1:gca_accession,local_genome_files"
701,STRAIN_000702,GCF_013867595.1,GCF_013867595.1 | GCA_013867595.1,GCF_013867595 | GCA_013867595,2,"GCF_013867595.1:current_genome_key,primary_accession,gcf_accession || GCA_013867595.1:gca_accession,local_genome_files"
702,STRAIN_000703,GCF_014084065.1,GCF_014084065.1 | GCA_014084065.1,GCF_014084065 | GCA_014084065,2,"GCF_014084065.1:current_genome_key,primary_accession,gcf_accession || GCA_014084065.1:gca_accession,local_genome_files"
703,STRAIN_000704,GCF_014131735.1,GCF_014131735.1 | GCA_014131735.1,GCF_014131735 | GCA_014131735,2,"GCF_014131735.1:current_genome_key,primary_accession,gcf_accession || GCA_014131735.1:gca_accession,local_genome_files"
704,STRAIN_000705,GCF_014212185.1,GCF_014212185.1 | GCA_014212185.1,GCF_014212185 | GCA_014212185,2,"GCF_014212185.1:current_genome_key,primary_accession,gcf_accession || GCA_014212185.1:gca_accession,local_genome_files"
705,STRAIN_000706,GCF_014334375.1,GCF_014334375.1 | GCA_014334375.1,GCF_014334375 | GCA_014334375,2,"GCF_014334375.1:current_genome_key,primary_accession,gcf_accession || GCA_014334375.1:gca_accession,local_genome_files"
706,STRAIN_000707,GCF_014488995.1,GCF_014488995.1 | GCA_014488995.1,GCF_014488995 | GCA_014488995,2,"GCF_014488995.1:current_genome_key,primary_accession,gcf_accession || GCA_014488995.1:gca_accession,local_genome_files"
707,STRAIN_000708,GCF_014524935.1,GCF_014524935.1 | GCA_014524935.1,GCF_014524935 | GCA_014524935,2,"GCF_014524935.1:current_genome_key,primary_accession,gcf_accession || GCA_014524935.1:gca_accession,local_genome_files"
708,STRAIN_000709,GCF_014639015.1,GCF_014639015.1 | GCA_014639015.1,GCF_014639015 | GCA_014639015,2,"GCF_014639015.1:current_genome_key,primary_accession,gcf_accession || GCA_014639015.1:gca_accession,local_genome_files"
709,STRAIN_000710,GCF_014840995.1,GCF_014840995.1 | GCA_014840995.1,GCF_014840995 | GCA_014840995,2,"GCF_014840995.1:current_genome_key,primary_accession,gcf_accession || GCA_014840995.1:gca_accession,local_genome_files"
710,STRAIN_000711,GCF_015238575.1,GCF_015238575.1 | GCA_015238575.1,GCF_015238575 | GCA_015238575,2,"GCF_015238575.1:current_genome_key,primary_accession,gcf_accession || GCA_015238575.1:gca_accession,local_genome_files"
711,STRAIN_000712,GCF_015693925.1,GCF_015693925.1 | GCA_015693925.1,GCF_015693925 | GCA_015693925,2,"GCF_015693925.1:current_genome_key,primary_accession,gcf_accession || GCA_015693925.1:gca_accession,local_genome_files"
712,STRAIN_000713,GCF_015714775.1,GCF_015714775.1 | GCA_015714775.1,GCF_015714775 | GCA_015714775,2,"GCF_015714775.1:current_genome_key,primary_accession,gcf_accession || GCA_015714775.1:gca_accession,local_genome_files"
713,STRAIN_000714,GCF_015714805.1,GCF_015714805.1 | GCA_015714805.1,GCF_015714805 | GCA_015714805,2,"GCF_015714805.1:current_genome_key,primary_accession,gcf_accession || GCA_015714805.1:gca_accession,local_genome_files"
714,STRAIN_000715,GCF_015714835.1,GCF_015714835.1 | GCA_015714835.1,GCF_015714835 | GCA_015714835,2,"GCF_015714835.1:current_genome_key,primary_accession,gcf_accession || GCA_015714835.1:gca_accession,local_genome_files"
715,STRAIN_000716,GCF_016029535.1,GCF_016029535.1 | GCA_016029535.1,GCF_016029535 | GCA_016029535,2,"GCF_016029535.1:current_genome_key,primary_accession,gcf_accession || GCA_016029535.1:gca_accession,local_genome_files"
716,STRAIN_000717,GCF_016307165.1,GCF_016307165.1 | GCA_016307165.1,GCF_016307165 | GCA_016307165,2,"GCF_016307165.1:current_genome_key,primary_accession,gcf_accession || GCA_016307165.1:gca_accession,local_genome_files"
717,STRAIN_000718,GCF_016598735.1,GCF_016598735.1 | GCA_016598735.1,GCF_016598735 | GCA_016598735,2,"GCF_016598735.1:current_genome_key,primary_accession,gcf_accession || GCA_016598735.1:gca_accession,local_genome_files"
718,STRAIN_000719,GCF_016634435.1,GCF_016634435.1 | GCA_016634435.1,GCF_016634435 | GCA_016634435,2,"GCF_016634435.1:current_genome_key,primary_accession,gcf_accession || GCA_016634435.1:gca_accession,local_genome_files"
719,STRAIN_000720,GCF_016648955.1,GCF_016648955.1 | GCA_016648955.1,GCF_016648955 | GCA_016648955,2,"GCF_016648955.1:current_genome_key,primary_accession,gcf_accession || GCA_016648955.1:gca_accession,local_genome_files"
720,STRAIN_000721,GCF_016757655.1,GCF_016757655.1 | GCA_016757655.1,GCF_016757655 | GCA_016757655,2,"GCF_016757655.1:current_genome_key,primary_accession,gcf_accession || GCA_016757655.1:gca_accession,local_genome_files"
721,STRAIN_000722,GCF_016775685.1,GCF_016775685.1 | GCA_016775685.1,GCF_016775685 | GCA_016775685,2,"GCF_016775685.1:current_genome_key,primary_accession,gcf_accession || GCA_016775685.1:gca_accession,local_genome_files"
722,STRAIN_000723,GCF_016887825.1,GCF_016887825.1 | GCA_016887825.1,GCF_016887825 | GCA_016887825,2,"GCF_016887825.1:current_genome_key,primary_accession,gcf_accession || GCA_016887825.1:gca_accession,local_genome_files"
723,STRAIN_000724,GCF_016918895.1,GCF_016918895.1 | GCA_016918895.1,GCF_016918895 | GCA_016918895,2,"GCF_016918895.1:current_genome_key,primary_accession,gcf_accession || GCA_016918895.1:gca_accession,local_genome_files"
724,STRAIN_000725,GCF_017009475.1,GCF_017009475.1 | GCA_017009475.1,GCF_017009475 | GCA_017009475,2,"GCF_017009475.1:current_genome_key,primary_accession,gcf_accession || GCA_017009475.1:gca_accession,local_genome_files"
725,STRAIN_000726,GCF_017132775.1,GCF_017132775.1 | GCA_017132775.1,GCF_017132775 | GCA_017132775,2,"GCF_017132775.1:current_genome_key,primary_accession,gcf_accession || GCA_017132775.1:gca_accession,local_genome_files"
726,STRAIN_000727,GCF_017301935.1,GCF_017301935.1 | GCA_017301935.1,GCF_017301935 | GCA_017301935,2,"GCF_017301935.1:current_genome_key,primary_accession,gcf_accession || GCA_017301935.1:gca_accession,local_genome_files"
727,STRAIN_000728,GCF_017498335.1,GCF_017498335.1 | GCA_017498335.1,GCF_017498335 | GCA_017498335,2,"GCF_017498335.1:current_genome_key,primary_accession,gcf_accession || GCA_017498335.1:gca_accession,local_genome_files"
728,STRAIN_000729,GCF_017573685.1,GCF_017573685.1 | GCA_017573685.1,GCF_017573685 | GCA_017573685,2,"GCF_017573685.1:current_genome_key,primary_accession,gcf_accession || GCA_017573685.1:gca_accession,local_genome_files"
729,STRAIN_000730,GCF_017742875.1,GCF_017742875.1 | GCA_017742875.1,GCF_017742875 | GCA_017742875,2,"GCF_017742875.1:current_genome_key,primary_accession,gcf_accession || GCA_017742875.1:gca_accession,local_genome_files"
730,STRAIN_000731,GCF_017743155.1,GCF_017743155.1 | GCA_017743155.1,GCF_017743155 | GCA_017743155,2,"GCF_017743155.1:current_genome_key,primary_accession,gcf_accession || GCA_017743155.1:gca_accession,local_genome_files"
731,STRAIN_000732,GCF_017743195.1,GCF_017743195.1 | GCA_017743195.1,GCF_017743195 | GCA_017743195,2,"GCF_017743195.1:current_genome_key,primary_accession,gcf_accession || GCA_017743195.1:gca_accession,local_genome_files"
732,STRAIN_000733,GCF_017795605.1,GCF_017795605.1 | GCA_017795605.1,GCF_017795605 | GCA_017795605,2,"GCF_017795605.1:current_genome_key,primary_accession,gcf_accession || GCA_017795605.1:gca_accession,local_genome_files"
733,STRAIN_000734,GCF_017798305.1,GCF_017798305.1 | GCA_017798305.1,GCF_017798305 | GCA_017798305,2,"GCF_017798305.1:current_genome_key,primary_accession,gcf_accession || GCA_017798305.1:gca_accession,local_genome_files"
